object_number,taxonomy.scientific_name,taxonomy.common_name,preparation,form,field_coll.name,field_coll.place,field_coll.date.start,field_coll.date.end
NH:1887.2902.985,"Rhipidura albicollis (Vieillot, 1818)",White-throated Fantail,skin,,"Ball, Valentine (CB, FRS)",Kolkata,1872-11,
NH:1887.2902.986,"Rhipidura albicollis (Vieillot, 1818)",White-throated Fantail,skin,,"Ball, Valentine (CB, FRS)",Kolkata,1872-11,
NH:1887.2902.987,"Rhipidura albicollis (Vieillot, 1818)",White-throated Fantail,skin,,"Ball, Valentine (CB, FRS)",Kolkata,1872-10,
NH:2004.82.982,"Rhipidura albicollis (Vieillot, 1818)",White-throated Fantail,skin,,,Nepal,,
NH:1887.2902.981,Rhipidura albogularis,White-spotted Fantail,skin,,,Nellanungul,1875-11-10,
NH:1887.2902.982,Rhipidura albogularis,White-spotted Fantail,skin,,,Nellanungul,1875-11-20,
NH:1880.559.1,Rhipidura aureola,White-browed Fantail,skin,,,Lohardugga,1877-12-04,
NH:1880.560.1,Rhipidura aureola,White-browed Fantail,skin,,,Satpura Hills,1874-02-24,
NH:1887.2902.977,Rhipidura aureola,White-browed Fantail,skin,,,Lohardugga,1877-12-04,
NH:1887.2902.978,Rhipidura aureola,White-browed Fantail,skin,,,Karial,1877-01-27,
NH:1887.2902.979,Rhipidura aureola,White-browed Fantail,skin,,"Ball, Valentine (CB, FRS)",Karial,1877-01-21,
NH:1887.2902.980,Rhipidura aureola,White-browed Fantail,skin,,"Ball, Valentine (CB, FRS)",Hazarbagh,1877-11-22,
NH:2004.82.980,Rhipidura aureola,White-browed Fantail,skin,,,India,,
NH:2004.82.983,"Rhipidura fuliginosa (Sparrman, 1787)",New Zealand Fantail,skin,,,Aotearoa New Zealand,,
NH:1886.1264,"Rhipidura fuliginosa (Sparrman, 1787)",New Zealand Fantail,taxidermy,mounted,,Aotearoa New Zealand,,
NH:1894.82.73,Rhipidura fuliginosa albiscapa,,skin,,,Victoria (Australia),,
NH:2004.82.979,Rhipidura fuliginosa albiscapa,,skin,,,,,
NH:1883.210.1,"Rhipidura javanica (Sparrman, 1788)",Pied Fantail,skin,,,Borneo,,
NH:1879.136.1,"Rhipidura leucophrys (Latham, 1802)",Willie-wagtail,skin,,,Port Moresby,,
NH:1894.82.70,"Rhipidura leucophrys (Latham, 1802)",Willie-wagtail,skin,,,Victoria (Australia),,
NH:1894.82.71,"Rhipidura leucophrys (Latham, 1802)",Willie-wagtail,skin,,,Victoria (Australia),,
NH:2004.82.978,"Rhipidura leucophrys (Latham, 1802)",Willie-wagtail,skin,,,,,
NH:1894.82.72,"Rhipidura rufifrons (Latham, 1802)",Rufous Fantail,skin,,,Victoria (Australia),,
NH:1890.131.42,Rhipidura rufiventris,Northern Fantail,skin,,"Horaster, D.G.Steere Expedition 1887-1888",Guimaras,1888-01-06,
NH:1879.131.1,Rhipidura spilodera verreauxi,,skin,,"Layard, E.L.",Nouméa,1878-05-13,
NH:2004.82.1280,"Rhodinocichla rosea (Lesson, 1832)",Rosy Thrush-Tanager,skin,,"Arce, Enrique",Veragua,,
NH:2004.82.1281,"Rhodinocichla rosea (Lesson, 1832)",Rosy Thrush-Tanager,skin,,,Bogotá,,
NH:2004.82.1282,"Rhodinocichla rosea (Lesson, 1832)",Rosy Thrush-Tanager,skin,,"Arce, Enrique",Veragua,,
NH:2004.82.1283,"Rhodinocichla rosea (Lesson, 1832)",Rosy Thrush-Tanager,skin,,,Venezuela,,
NH:2004.82.1284,"Rhodinocichla rosea (Lesson, 1832)",Rosy Thrush-Tanager,skin,,,Panama (Isthmus of),1867,
NH:1887.2902.508,"Rhodonessa caryophyllacea (Latham, 1790)",pink-headed duck,skin,,,India,,
NH:1895.212.1,"Rhodonessa caryophyllacea (Latham, 1790)",pink-headed duck,skin,,,St Stephen's Green (Dublin 2),1895-11,
NH:2006.12.1574,Rhodospiza obsoleta (Licht.),Desert Finch,skin,,,Jericho,1896-04-12,
NH:2006.12.1575,Rhodospiza obsoleta (Licht.),Desert Finch,skin,,,Jaffa (Old Jaffa),1897-02-14,
NH:2003.30.500,Rhopodytes diardi,Green-billed Malkoha,taxidermy,mounted,,Java,,
NH:1887.2902.1434,"Rhyacornis fuliginosa (Vigors, 1831)",Plumbeous Redstart,skin,,,Palamow,,
NH:1887.2902.1440,"Rhyacornis fuliginosa (Vigors, 1831)",Plumbeous Redstart,skin,,"Stoluzka, F.",Simla,,
NH:1887.2902.1441,"Rhyacornis fuliginosa (Vigors, 1831)",Plumbeous Redstart,skin,,,Simla,,
NH:1887.2902.1442,"Rhyacornis fuliginosa (Vigors, 1831)",Plumbeous Redstart,skin,,,India,,
NH:2004.82.1427,"Rhyacornis fuliginosa (Vigors, 1831)",Plumbeous Redstart,skin,,,,,
NH:2004.82.1428,"Rhyacornis fuliginosa (Vigors, 1831)",Plumbeous Redstart,skin,,,Simla,,
NH:2004.82.1429,"Rhyacornis fuliginosa (Vigors, 1831)",Plumbeous Redstart,skin,,,Kolkata,,
NH:2006.12.1343,Rhyacornis fuliginosus (Vig.),Plumbeous Redstart,taxidermy,mounted,,Himalayas (mountain system),,
NH:2006.12.1344,Rhyacornis fuliginosus (Vig.),Plumbeous Redstart,taxidermy,mounted,,Himalayas (mountain system),,
NH:2004.82.515,"Rhynchocyclus olivaceus (Temminck, 1820)",Olivaceus Flatbill,skin,,,Bahia,,
NH:1881.180.1,"Rhynchophanes mccownii (Lawrence, 1851)",McCown's Longspur,skin,,,Texas,1880-11-29,
NH:1884.233.29,Rhynchops albicollis,Indian Skimmer,skeleton,boxed,,Ganges,,
NH:2003.51.198,Rhynchops albicollis Sw.,Indian Skimmer,skin,,,India,1876-04-20,
NH:2003.51.199,Rhynchops albicollis Swain,Indian Skimmer,skin,,,India,1876-04-20,
NH:1884.296.82,Rhynchops flavirostris,African Skimmer,taxidermy,mounted,"Campbell, Colin John",Egypt,,
NH:2003.51.200,Rhynchops niger Linn.,Black Skimmer,skin,,,Chile,1871-02,
NH:1883.6.1,"Rhynchotus rufescens (Temminck, 1815)",red-winged tinamou,skeleton,mounted,,South America,,
NH:1904.37.1,"Rhynchotus rufescens (Temminck, 1815)",red-winged tinamou,skeleton,mounted,"Gibson, E.",Olavarria,,
NH:1906.415.1,"Rhynchotus rufescens (Temminck, 1815)",red-winged tinamou,skeleton,boxed,,Buenos Aires (province),,
NH:1904.38.1,"Rhynchotus rufescens (Temminck, 1815)",red-winged tinamou,skin,,"Gibson, E.",Cachari,22/06/1903,22/06/1903
NH:1914.36.1,"Rhynchotus rufescens (Temminck, 1815)",red-winged tinamou,skin,,"Goodbody, A.E.",South America,06/10/1906,
NH:2004.79.214,Rhyticeros plicatus,Papuan Hornbill,skeleton,boxed,,,,
NH:2004.79.86,Rhyticeros plicatus,Papuan Hornbill,skeleton,boxed,,,,
NH:2004.82.327,Rhytipterna holerythra,Rufous Mourner,skin,,Arcé,Santa Fe (Panama),,1871
NH:2004.82.328,Rhytipterna holerythra,Rufous Mourner,skin,,,Rio de la Pasion (source of); Vera Paz,1862-02,
NH:2004.82.326,Rhytipterna simplex,Greyish Mourner,skin,,,,,
NH:1887.2902.1281,Rimator malacoptilus Blyth,Long-billed Wren- Babbler,skin,,"Mandelli, L.",Sikkim,,
NH:1925.69.546,Riparia chinensis (Gray),grey-throated martin,skin,,"Falkiner, J.M.",Margharita; Dibragarh; Assam (Upper District),26/03/1903,
NH:1925.69.613,Riparia chinensis (Gray),grey-throated martin,skin,,"Falkiner, J.M.",Margharita; Dibragarh; Assam (Upper District),01/03/1903,
NH:2004.82.251,"Riparia cincta (Boddaert, 1783)",banded martin,skin,,,Lydenburg,1874-01-21,
NH:2004.82.249,"Riparia paludicola (Vieillot, 1817)",plain martin,skin,,,Potschefstroom,1871-07,
NH:1886.80.1,"Riparia riparia (Linnaeus, 1758)",sand martin,skin,,"Maynard, C.J.",Newtonville,1875-07-25,
NH:1895.171.15,"Riparia riparia (Linnaeus, 1758)",sand martin,skin,,,Rügen,1891-07-12,
NH:1913.34.167,"Riparia riparia (Linnaeus, 1758)",sand martin,skin,,,Dovercourt,1896-05-06,
NH:1913.34.168,"Riparia riparia (Linnaeus, 1758)",sand martin,skin,,,Dovercourt,1896-04-23,
NH:1913.34.325,"Riparia riparia (Linnaeus, 1758)",sand martin,skin,,,Dovercourt,1896-05-07,
NH:1916.122.182,"Riparia riparia (Linnaeus, 1758)",sand martin,skin,,,Tearaght,1886-04-21,
NH:1916.122.183,"Riparia riparia (Linnaeus, 1758)",sand martin,skin,,,Enniskerry (town) (Co. Wicklow),1868,
NH:1916.122.184,"Riparia riparia (Linnaeus, 1758)",sand martin,skin,,,Tuskar,10/09/1910,
NH:1916.122.542,"Riparia riparia (Linnaeus, 1758)",sand martin,skin,,,Skelligs,1891-04-23,
NH:1916.128.683,"Riparia riparia (Linnaeus, 1758)",sand martin,skin,boxed,"Glanville, J.",Tuskar,23/04/1912,
NH:1916.128.716,"Riparia riparia (Linnaeus, 1758)",sand martin,skin,boxed,,Blackwater Bank Lightship,1889-04-19,
NH:1916.128.717,"Riparia riparia (Linnaeus, 1758)",sand martin,skin,boxed,,Blackwater Bank Lightship,1891-05-06,
NH:1916.128.718,"Riparia riparia (Linnaeus, 1758)",sand martin,skin,boxed,"Luccan, Thomas",Blackwater Bank Lightship,1899-04-04,
NH:1916.128.719,"Riparia riparia (Linnaeus, 1758)",sand martin,skin,boxed,"Cullen, P.",Blackwater Bank Lightship,1899-04-03,
NH:1916.128.720,"Riparia riparia (Linnaeus, 1758)",sand martin,skin,boxed,,Blackwater (ambiguous locality),08/04/1902,
NH:1916.128.721,"Riparia riparia (Linnaeus, 1758)",sand martin,skin,boxed,,Blackwater Bank,22/05/1906,
NH:1916.128.722,"Riparia riparia (Linnaeus, 1758)",sand martin,skin,boxed,"Ansel, M.",Blackwater (ambiguous locality),19/08/1906,
NH:1916.128.724,"Riparia riparia (Linnaeus, 1758)",sand martin,skin,boxed,"Rossiter, J.",South Arklow Lightship,02/04/1905,
NH:1916.128.725,"Riparia riparia (Linnaeus, 1758)",sand martin,skin,boxed,"Wall, A.B.",South Arklow Lightship,08/05/1906,
NH:1916.128.726,"Riparia riparia (Linnaeus, 1758)",sand martin,skin,boxed,"Cullen, P.",South Arklow Lightship,14/04/1912,
NH:1916.128.727,"Riparia riparia (Linnaeus, 1758)",sand martin,skin,boxed,,North Arklow Lightship,1891-04-26,
NH:1916.128.728,"Riparia riparia (Linnaeus, 1758)",sand martin,skin,boxed,"Duff, William",Codling Bank,08/04/1909,
NH:1916.128.729,"Riparia riparia (Linnaeus, 1758)",sand martin,skin,boxed,,Tearaght,1888-05-09,
NH:2008.73.574,"Riparia riparia (Linnaeus, 1758)",sand martin,skin,boxed,,Hook Tower Lighthouse,25/04/1930,
NH:2008.73.747,"Riparia riparia (Linnaeus, 1758)",sand martin,skin,boxed,,Tuskar Rock,25/04/1928,
NH:1916.124.193,"Riparia riparia (Linnaeus, 1758)",sand martin,taxidermy,mounted,,Co. Dublin,1914-05,
NH:1932.6.5,"Riparia riparia (Linnaeus, 1758)",sand martin,taxidermy,mounted,,Co. Dublin,,
NH:1932.6.6,"Riparia riparia (Linnaeus, 1758)",sand martin,taxidermy,mounted,,Co. Dublin,,
NH:2006.12.1162,"Riparia riparia (Linnaeus, 1758)",sand martin,taxidermy,diorama,,Co. Dublin,,
NH:1960.26.37,"Riparia riparia (Linnaeus, 1758)",sand martin,,,,Ireland,,29/09/1960
NH:1947.4.11,Riparia riparia riparia (Linnaeus),sand martin,skin,,,Tuskar; County Wexford,21/04/1912,
NH:1947.4.13,Riparia riparia riparia (Linnaeus),sand martin,skin,,,Tuskar; County Wexford,21/04/1912,
NH:1899.101.28,"Rissa tridactyla (Linnaeus, 1758)",black-legged kittiwake,skeleton,boxed,,,,
NH:1899.101.29,"Rissa tridactyla (Linnaeus, 1758)",black-legged kittiwake,skeleton,boxed,,,,
NH:1925.125.1,"Rissa tridactyla (Linnaeus, 1758)",black-legged kittiwake,skeleton,,,,,
NH:1927.1.1,"Rissa tridactyla (Linnaeus, 1758)",black-legged kittiwake,skeleton,,,Kilcoole (parish),02/01/1927,02/01/1927
NH:1939.5.1,"Rissa tridactyla (Linnaeus, 1758)",black-legged kittiwake,skeleton,boxed,,Dollymount,19/12/1938,19/12/1938
NH:2004.79.289,"Rissa tridactyla (Linnaeus, 1758)",black-legged kittiwake,skeleton,boxed,,,,
NH:2006.12.1941,"Rissa tridactyla (Linnaeus, 1758)",black-legged kittiwake,skeleton,boxed,,,,
NH:1925.12.4,"Rissa tridactyla (Linnaeus, 1758)",black-legged kittiwake,skeletonfeather,boxed,,Newcastle (Co. Wicklow),,
NH:1887.2916.1,"Rissa tridactyla (Linnaeus, 1758)",black-legged kittiwake,skin,,,,,
NH:1891.75.8,"Rissa tridactyla (Linnaeus, 1758)",black-legged kittiwake,skin,,,Dublin (city),,
NH:1895.12.3,"Rissa tridactyla (Linnaeus, 1758)",black-legged kittiwake,skin,,,Bundoran,1892-05,
NH:1897.11.1,"Rissa tridactyla (Linnaeus, 1758)",black-legged kittiwake,skin,,,Rockall (near),,
NH:1897.8.1,"Rissa tridactyla (Linnaeus, 1758)",black-legged kittiwake,skin,,,Saltees; County Wexford,,1896-06-28
NH:1897.8.2,"Rissa tridactyla (Linnaeus, 1758)",black-legged kittiwake,skin,,,Saltees; County Wexford,,1896-06-28
NH:1911.322.1,"Rissa tridactyla (Linnaeus, 1758)",black-legged kittiwake,skin,,,Saltee Islands,,
NH:1911.322.2,"Rissa tridactyla (Linnaeus, 1758)",black-legged kittiwake,skin,,,Saltee Islands,1911-06,
NH:1913.270.1,"Rissa tridactyla (Linnaeus, 1758)",black-legged kittiwake,skin,,,Iceland,,
NH:1913.34.58,"Rissa tridactyla (Linnaeus, 1758)",black-legged kittiwake,skin,,,Stonefield; Belmullet,1897-05-20,
NH:1914.291.1,"Rissa tridactyla (Linnaeus, 1758)",black-legged kittiwake,skin,,,Lambay Island,1914-08,
NH:1916.122.31,"Rissa tridactyla (Linnaeus, 1758)",black-legged kittiwake,skin,,,Saltees; County Wexford,1896-06-28,
NH:1916.122.32,"Rissa tridactyla (Linnaeus, 1758)",black-legged kittiwake,skin,,,Saltees; County Wexford,1896-06-28,
NH:1916.122.70,"Rissa tridactyla (Linnaeus, 1758)",black-legged kittiwake,skin,,,Saltees; County Wexford,1889-05-18,
NH:1916.122.71,"Rissa tridactyla (Linnaeus, 1758)",black-legged kittiwake,skin,,,Skelligs,,18/12/1914
NH:1916.128.934,"Rissa tridactyla (Linnaeus, 1758)",black-legged kittiwake,skin,boxed,,,,
NH:1916.128.935,"Rissa tridactyla (Linnaeus, 1758)",black-legged kittiwake,skin,boxed,,Tearaght,1890-12-16,
NH:1900.139.1,"Rissa tridactyla (Linnaeus, 1758)",black-legged kittiwake,taxidermy,mounted,,Dublin Bay,,
NH:1900.140.1,"Rissa tridactyla (Linnaeus, 1758)",black-legged kittiwake,taxidermy,mounted,,Lambay Island,,
NH:1900.140.2,"Rissa tridactyla (Linnaeus, 1758)",black-legged kittiwake,taxidermy,mounted,,Lambay Island,,
NH:1902.66.1,"Rissa tridactyla (Linnaeus, 1758)",black-legged kittiwake,taxidermy,mounted,,Tearaght Rock,,
NH:1902.66.2,"Rissa tridactyla (Linnaeus, 1758)",black-legged kittiwake,taxidermy,mounted,,Tearaght Rock,,
NH:1916.124.38,"Rissa tridactyla (Linnaeus, 1758)",black-legged kittiwake,taxidermy,mounted,,Portrush (town),1877-08,
NH:1916.124.39,"Rissa tridactyla (Linnaeus, 1758)",black-legged kittiwake,taxidermy,mounted,,Dublin Bay,1878-05,
NH:2003.52.837,"Rissa tridactyla (Linnaeus, 1758)",black-legged kittiwake,taxidermy,diorama,,Lambay Island,,
NH:2003.41.62,Rollulus roulroul,Crested Wood-partridge,taxidermy,mounted,,Sumatra (island),,
NH:1887.2902.2287,Rollulus roulroul (Seop),Crested Wood-partridge,skin,,,Seberang Perai (Province Wellesley); Malay Peninsula,,
NH:1887.2902.74,Rollulus roulroul (Seop),Crested Wood-partridge,skin,,,Malacca (state),,
NH:1893.114.2,Rollulus roulroul (Seop),Crested Wood-partridge,skin,,,Darvel  Bay; Borneo (north east),1893,
NH:2003.30.75,Rollulus roulroul (Seop),Crested Wood-partridge,skin,,,Malacca (state),1871-08-03,
NH:2003.30.76,Rollulus roulroul (Seop),Crested Wood-partridge,skin,,,,,
NH:2003.30.84,Rollulus roulroul (Seop),Crested Wood-partridge,skin,,,Sumatra (island),1865-02,
NH:2003.51.212,Rostratula australis (Gould),Australian painted-snipe,skin,,,India,,
NH:2003.51.213,Rostratula australis (Gould),Australian painted-snipe,skin,,,India,,
NH:1887.2848.1,"Rostratula benghalensis (Linnaeus, 1758)",Greater Painted-snipe,skeleton,boxed,,Singuja (?),1872-04-12,
NH:1887.2902.351,"Rostratula benghalensis (Linnaeus, 1758)",Greater Painted-snipe,skin,,,Palamow,1878-04-01,
NH:1887.2902.352,"Rostratula benghalensis (Linnaeus, 1758)",Greater Painted-snipe,skin,,,Sambalpur,1876-12-11,
NH:1887.2902.353,"Rostratula benghalensis (Linnaeus, 1758)",Greater Painted-snipe,skin,,"Ball, Valentine (CB, FRS)",Chola Nagpur,1971-12,
NH:1887.2902.354,"Rostratula benghalensis (Linnaeus, 1758)",Greater Painted-snipe,skin,,,Palamow,1878-04-01,
NH:1887.2902.355,"Rostratula benghalensis (Linnaeus, 1758)",Greater Painted-snipe,skin,,,Palamow,1878-02-27,
NH:1887.2902.356,"Rostratula benghalensis (Linnaeus, 1758)",Greater Painted-snipe,skin,,,Muddanpus,1871-11,
NH:1898.36.1,"Rostratula benghalensis (Linnaeus, 1758)",Greater Painted-snipe,skin,,,Tianjin,1896-05-19,
NH:1899.169.37,"Rostratula benghalensis (Linnaeus, 1758)",Greater Painted-snipe,skin,,,Singapore,1883-11,
NH:1923.46.135,"Rostratula benghalensis (Linnaeus, 1758)",Greater Painted-snipe,skin,boxed,,Sri Lanka (nation),,
NH:1923.46.4,"Rostratula benghalensis (Linnaeus, 1758)",Greater Painted-snipe,skin,boxed,,Sri Lanka (nation),,
NH:2003.51.211,"Rostratula benghalensis (Linnaeus, 1758)",Greater Painted-snipe,skin,,,,,
NH:2003.51.446,"Rostratula benghalensis (Linnaeus, 1758)",Greater Painted-snipe,skin,,,Australia,,
NH:2003.51.447,"Rostratula benghalensis (Linnaeus, 1758)",Greater Painted-snipe,skin,,,Australia,,
NH:2003.51.448,"Rostratula benghalensis (Linnaeus, 1758)",Greater Painted-snipe,skin,,,India,,
NH:2003.51.449,"Rostratula benghalensis (Linnaeus, 1758)",Greater Painted-snipe,skin,,,,,
NH:2003.51.450,"Rostratula benghalensis (Linnaeus, 1758)",Greater Painted-snipe,skin,,,India,,
NH:2003.51.451,"Rostratula benghalensis (Linnaeus, 1758)",Greater Painted-snipe,skin,,,Cape of Good Hope (cape),,
NH:2003.51.452,"Rostratula benghalensis (Linnaeus, 1758)",Greater Painted-snipe,skin,,,India,,
NH:2003.51.453,"Rostratula benghalensis (Linnaeus, 1758)",Greater Painted-snipe,skin,,,Madagascar,1861-09,
NH:2003.51.454,"Rostratula benghalensis (Linnaeus, 1758)",Greater Painted-snipe,skin,,,Malay,,
NH:2003.51.455,"Rostratula benghalensis (Linnaeus, 1758)",Greater Painted-snipe,skin,,,Cape of Good Hope (cape),,
NH:2003.51.456,"Rostratula benghalensis (Linnaeus, 1758)",Greater Painted-snipe,skin,,,Madagascar,1861-09,
NH:2003.51.457,"Rostratula benghalensis (Linnaeus, 1758)",Greater Painted-snipe,skin,,,,,
NH:2003.51.458,"Rostratula benghalensis (Linnaeus, 1758)",Greater Painted-snipe,skin,,,Seinde (Central),,
NH:2003.51.459,"Rostratula benghalensis (Linnaeus, 1758)",Greater Painted-snipe,skin,,,MacCarthy Island (?),,
NH:2003.51.460,"Rostratula benghalensis (Linnaeus, 1758)",Greater Painted-snipe,skin,,,MacCarthy Island (?),,
NH:2003.51.461,"Rostratula benghalensis (Linnaeus, 1758)",Greater Painted-snipe,skin,,,Madagascar,1861-09,
NH:1898.36.2,"Rostratula benghalensis (Linnaeus, 1758)",Greater Painted-snipe,taxidermy,boxed,,Tianjin,1896-05-19,
NH:1906.243.1,"Rostratula benghalensis (Linnaeus, 1758)",Greater Painted-snipe,taxidermy,mounted,,,,
NH:1906.243.2,"Rostratula benghalensis (Linnaeus, 1758)",Greater Painted-snipe,taxidermy,mounted,,,,
NH:2003.52.150,Rostrhamus sociabilis,Everglade Kite,taxidermy,mounted,,Suriname,,
NH:1927.21,Rupicola,,,,,,,
NH:2008.73.22,Rupicola (?) crocea (?),Cock of the Rock (?),taxidermy,mounted,,,,
NH:1907.87.1,Rupicola crocea V.,Cock of the Rock,taxidermy,mounted,,Demerara-Mahaica (region (administrative division)),,
NH:2004.82.317,"Rupicola peruvianus (Latham, 1790)",Andean Cock-of-the-rock,skin,,,Bogotá,,
NH:2008.73.43,"Rupicola peruvianus (Latham, 1790)",Andean Cock-of-the-rock,taxidermy,mounted,,Colombia,,
NH:1913.376.1,"Rupicola peruvianus sanguinoletus Gould, 1859",,taxidermy,mounted,,Ecuador (nation),,
NH:2006.12.1257,"Rupicola peruvianus sanguinoletus Gould, 1859",,taxidermy,mounted,,Ecuador (nation),1879-11-18,
NH:2004.82.318,Rupicola rupicola (Linnaeus),Guianan Cock-of-the-Rock,skin,,,South America,,
NH:2006.12.1259,Rupicola rupicola (Linnaeus),Guianan Cock-of-the-Rock,taxidermy,,,,,
NH:1916.122.637,Rusticilla phoenicurus,,skin,boxed,,Old Head of Kinsdale,20/09/1909,
NH:1916.122.638,Rusticilla phoenicurus,,skin,boxed,,Old Head of Kinsdale,29/09/1913,
NH:1916.122.639,Rusticilla phoenicurus,,skin,boxed,,Fastnet,1887-10-05,
NH:1916.122.640,Rusticilla phoenicurus,,skin,boxed,,Rockabill,06/10/1910,
NH:1916.122.641,Rusticilla phoenicurus,,skin,boxed,,Rockabill,20/10/1908,
NH:1916.122.642,Rusticilla phoenicurus,,skin,boxed,,Rockabill,06/10/1910,
NH:1916.122.643,Rusticilla phoenicurus,,skin,boxed,,Rockabill,04/05/1908,
NH:1916.122.644,Rusticilla phoenicurus,,skin,boxed,,Rockabill,01/09/1913,
NH:1916.122.645,Rusticilla phoenicurus,,skin,boxed,,Rockabill,1894-05-07,
NH:1916.122.679,Rusticilla phoenicurus,,skin,boxed,,Old Head of Kinsdale,22/09/1909,
NH:1916.122.680,Rusticilla phoenicurus,,skin,boxed,,Old Head of Kinsdale,20/09/1909,
NH:1916.122.646,Rusticilla titys,,skin,boxed,,Fastnet,25/03/1910,
NH:1916.122.647,Rusticilla titys,,skin,boxed,,Fastnet,25/03/1910,
NH:1916.122.648,Rusticilla titys,,skin,boxed,,Fastnet,1888-10-20,
NH:1916.122.649,Rusticilla titys,,skin,boxed,,Fastnet,1887-10-19,
NH:1916.122.650,Rusticilla titys,,skin,boxed,,Old Head of Kinsdale,19/10/1910,
NH:1916.122.651,Rusticilla titys,,skin,boxed,,Old Head of Kinsdale,19/10/1910,
NH:1916.122.652,Rusticilla titys,,skin,boxed,,Power Head,24/01/1907,
NH:1916.122.656,Rusticilla titys,,skin,boxed,,Fastnet,25/03/1910,
NH:1916.122.657,Rusticilla titys,,skin,boxed,,Fastnet,25/03/1910,
NH:1880.50.1,"Saggitarius serpentarius (J. F. Miller, 1779)",secretary bird,taxidermy,mounted,,,,
NH:2004.82.45,Sakesphorus canadensis,Black-crested Antshrike,skin,,,Trinidad,,
NH:1905.247.70,"Sakesphorus canadensis (Linnaeus, 1766)",Black-crested Antshrike,skin,,,Trinidad,,
NH:2004.82.42,Sakesphorus cristatus,Silver-cheeked Antshrike,skin,,,,,
NH:1887.2902.1750,"Salpornis spilonotus (Franklin, 1831)",Spotted Creeper,skin,,"Ball, Valentine (CB, FRS)",Sambalpur,,
NH:1887.2902.1751,"Salpornis spilonotus (Franklin, 1831)",Spotted Creeper,skin,,"Ball, Valentine (CB, FRS)",Chola Nagpur,1871-12,
NH:2008.73.378,Saltator atriceps Less.,Black-headed Saltator,taxidermy,mounted,,South America,,
NH:2006.12.1409,"Saltator atricollis Vieillot, 1817",Black-throated Saltator,taxidermy,mounted,,Brazil,,
NH:2006.12.1468,Saltator aurantiirostris Vieill.,,skin,,,Mendoza,1871-02,
NH:2006.12.1469,Saltator aurantiirostris Vieill.,,skin,,"Greene, W.R.N.",South America,,
NH:2006.12.1470,Saltator aurantiirostris Vieill.,,skin,,,Mendoza,1871-02,
NH:1905.247.149,Saltator coerulescens olivascens,,skin,,,Trinidad,,
NH:2006.12.1408,"Saltator fuliginosus (Daudin, 1800)",Black-throated Grosbeak,taxidermy,mounted,,,,
NH:2006.12.1466,"Saltator isthmicus Sclater, 1861",,skin,,,Panama,,
NH:2006.12.1472,Saltator magnus (Gm.),,skin,,,,,
NH:2006.12.1467,"Saltator similis d'Orbigny & Lafresnaye, 1837",green-winged saltator,skin,,,Brazil,1847,
NH:2006.12.1473,"Saltator similis d'Orbigny & Lafresnaye, 1837",green-winged saltator,skin,,,Bahia,1910,
NH:2006.12.1474,"Saltator similis d'Orbigny & Lafresnaye, 1837",green-winged saltator,skin,,,Bahia,,
NH:2006.12.86,Sarcops calvus (Linnaeus),Coleto,skin,,,Philippines,,
NH:2006.12.1698,"Sarcoramphus papa (Linnaeus, 1758)",King Vulture,skeleton,boxed,,Suriname,,
NH:2003.51.1958,"Sarcoramphus papa (Linnaeus, 1758)",King Vulture,skin,,,Mexico,,
NH:2003.52.114,"Sarcoramphus papa (Linnaeus, 1758)",King Vulture,taxidermy,mounted,,South America,,
NH:1887.2902.492,"Sarkidiornis melanotos (Pennant, 1769)",knob-billed duck,skin,,,Suguja,1872-02,
NH:1887.2902.493,"Sarkidiornis melanotos (Pennant, 1769)",knob-billed duck,skin,,,Suguja,1872-02,
NH:2003.51.811,"Sarkidiornis melanotos (Pennant, 1769)",knob-billed duck,skin,,,Madagascar,1871-10,
